Id,UserName,UserURL,Version,Score,Title,Text,URL
8137364305,Disfrontal customer,https://itunes.apple.com/us/reviews/id444288073,4.9,5,Great,Great little reminders for staying focus and positive itsstill hard some days but this just makes it a little easier to breathe and say a positive affirmation,https://itunes.apple.com/us/review?id=874656917&type=Purple%20Software
8137093145,brynvk,https://itunes.apple.com/us/reviews/id1103141587,4.9,5,Surprised,"I don’t think I’ve ever written an app review. This app has surprised me. These little one liners pop up on my notifications throughout the day and I thought they would annoy me at first, but I actually really like them. Sometimes they are shockingly on point with what is going on in my head and in my life. They have become the tiny pep talk I need here and there.",https://itunes.apple.com/us/review?id=874656917&type=Purple%20Software
8135926358,HayGuys2018,https://itunes.apple.com/us/reviews/id462899573,4.9,5,Love this app!,I downloaded this app and I don’t want it to ever leave my phone. It always seems to send the perfect notifications to keep me going. I also love that you can save the affirmations. I highly recommend!,https://itunes.apple.com/us/review?id=874656917&type=Purple%20Software
8135091384,Gloria.B.,https://itunes.apple.com/us/reviews/id1351781631,4.9,1,"Was excited to use this app, well then this happened",You’ll be charged $19.99 and it didn’t say that when I downloaded this,https://itunes.apple.com/us/review?id=874656917&type=Purple%20Software
8134857930,Deuxmatch.com,https://itunes.apple.com/us/reviews/id611774439,4.9,5,Life Changing,"I absolutely love this app! I love the fact that there are affirmations for men as well! It’s beautiful! I smile whenever I receive an alert. It’s always on time. I have this widget next to my Bible app, with those two apps I’m unstoppable. Thank you so much! Each one, teach one. 🙏🏾🌹",https://itunes.apple.com/us/review?id=874656917&type=Purple%20Software
8133374604,alibaby33,https://itunes.apple.com/us/reviews/id372984958,4.9,1,Waste,I’ve paid for this mainly to use the widget and it won’t even show up as an option. I’m upset I wasted $20.,https://itunes.apple.com/us/review?id=874656917&type=Purple%20Software
8133352836,Pattys17,https://itunes.apple.com/us/reviews/id1227746979,4.9,5,Grateful,I downloaded this app during the toughest period of my life thus far. It really helped me get out of my own mind and focused on what is really happening around me. I have been working hard on staying mindful of myself in the current moment. This app really helped me with that.,https://itunes.apple.com/us/review?id=874656917&type=Purple%20Software
8133273605,EJWIIDUEIWIDJFJJEJDHGKEKDKGK,https://itunes.apple.com/us/reviews/id1358321725,4.9,1,AAAAA,None of this is true to me lol,https://itunes.apple.com/us/review?id=874656917&type=Purple%20Software
8131463277,Ruby225,https://itunes.apple.com/us/reviews/id41151681,4.9,5,This is my favorite,"Using this app has changed my perspective and has help change negative thoughts into loving, accepting, and healing self talk.  I find myself smiling through the day and I’m much more mindful.",https://itunes.apple.com/us/review?id=874656917&type=Purple%20Software
8129458285,SweetyPatrice,https://itunes.apple.com/us/reviews/id322030489,4.9,5,Amazing!,This app is just what anyone needs to get through life’s ups and downs. The reminders come at the right time!,https://itunes.apple.com/us/review?id=874656917&type=Purple%20Software
8129444691,zxbilo,https://itunes.apple.com/us/reviews/id1275107422,4.9,5,Amazing high quality,every day when I go to school I have to take something that I think is hard. But I am helps me it encourages me to believe that I am enough to do this i am my own self. It is a great app to make you feel like your enough.☺️,https://itunes.apple.com/us/review?id=874656917&type=Purple%20Software
8129253370,kaylamajors123,https://itunes.apple.com/us/reviews/id400259233,4.9,5,AMAZING!,I have had this app 10 minutes and I already feel a boost of good energy <3,https://itunes.apple.com/us/review?id=874656917&type=Purple%20Software
