Id,UserName,UserURL,Version,Score,Title,Text,URL
6693407027,Godislove2020,https://itunes.apple.com/us/reviews/id749482760,3.18,5,Felecia’s view on this,"I personally believe that everything you see , hear, read, watch, listen too. Everything you take in is what you will put out. So by these positive affirmations which is the only thing I allow to notify me on my phone , when they pop up. It’s like a breath of fresh air. Nothing changes over night, but I have been looking this stuff up and reading into it for a while. Positive affirmations can change the way you think. Even if you think you can’t, just continue reading them and hearing them for a month . Watch how your life can change. We all should strive to be more positive human beings. I know it can be hard, especially since I come from a very abusive and violent back ground. You can change your negative thinking habits. I challenge you to trying positive affirmations for a month and to also be monitoring your thoughts...also called mental chatter. Try to calm your mind and always be in the present moment , and if you’re going to have thoughts. Do your best to always make them positive. Positive affirmations is one of the ways to help with this. I also learn from our teacher Jesus Christ. A lot to learn from the good Book. The Holy Bible. Guys try it and see. I wish everyone to find their purpose in life and to be more loving and show more compassion towards one another. May God bless you all. Sending positive vibes!✝️🤍",https://itunes.apple.com/us/review?id=874656917&type=Purple%20Software
6754100714,healingmyway,https://itunes.apple.com/us/reviews/id1210503594,3.19.2,5,Constant reminders needed,"My cousin asked for my phone one day, and as I handed it to her, I said, “Don’t set no GPS up on there...I know how nosy you are”. I was teasing, but an applicable truth. See, I am going thru depression right now. Facing some long standing truths in an effort to save my children from my own childhood trauma. It’s a struggle worth seeing thru the storms, but sometimes I get super discouraged. My cousin, knowing how weak I feel and how my circumstances effect my outcome, is ACTUALLY nosy...AND LOVING and CARES, so she would very much GPS my phone, coming from that space. But about an hour after she had my phone, I got a very appropriate and reassuring message from “I am” and I just stared at it for a while. It brought me to tears once I realized how it got there. I’m managing my struggle right now. This app has given me certain constant reminders and reinforcements,  that I may isolate from in the physical sense. I appreciate my cousin for downloading this app. I need it and she cares enough to make sure, I got it. Even in her own struggles, she can’t always be there for me, but she made sure she did what she could...and to know I mattered, really does matter to me. So “Thank you” to “I am” for being a positive piece to my process.",https://itunes.apple.com/us/review?id=874656917&type=Purple%20Software
7183539970,beckybanana3o1,https://itunes.apple.com/us/reviews/id541064309,4.0.4,5,More positive things happen in my life,"At first when I added this app I felt cheesy and like these words wouldn’t make that big of a difference. I was so wrong. Only two weeks after having this app send me notifications and stay as a widget on my front screen I started believing the affirmations. I would be thinking something so negative and damaging every day and these affirmations keep fighting my negative thoughts and helping me break the cycle. The more I got interrupted with a positive thought, the more I questioned why I believed such horrible negative “truths” about myself and others and became more compassionate and loving to myself and those around me. I notice and am receptive to more positive things in life and as a result more positive things happen to me. This app is worth every penny. It is the reason I am less depressed and my brain is slowly shifting cognitively to be more positive...because why not? Why don’t we believe that we are worthy and beautiful and that life is beautiful? You can only enjoy life if you choose to enjoy what is in front of you and be thankful. I am so thankful for this app and for the creators. This is beautifully done and very effective. ❤️",https://itunes.apple.com/us/review?id=874656917&type=Purple%20Software
7532477151,J-mister4life,https://itunes.apple.com/us/reviews/id183568179,4.1.4,5,Clinician Recommended,"As a clinician that assist in the overcoming of trauma and various other mental health hurdles, I highly recommend this app. The fact that it helps myself and my clients isn’t what I want you to look at for this review. I want you to take this challenge! Download the app, set aside 5mins, and focus on your breathing. When you are nice and ready, start the practice affirmations (little play button on the bottom) and I want you to go through each one and own it; like for 5mins I want you to act as if every I am statement every positive affirmation came from you that part that wants to be whole and free. I mean I am not promising you that you will grow abs or win a million dollars. And if you don’t feel grounded and positive, then delete the app and be on your way. I mean it’s simply just taking time to show up for yourself. This app just makes it more convenient. So alright go ahead, take the challenge, and maybe just maybe you will be better for it. From your friendly neighborhood. LCPC.",https://itunes.apple.com/us/review?id=874656917&type=Purple%20Software
6186768364,lmaonade,https://itunes.apple.com/us/reviews/id35726353,3.9,5,Healing Reminders,"I think it’s amazing that there’s an app that can send you positive affirmations daily or however many times a day you desire. For my own use, I have the app send me one reminder daily at 9am, so I can use that affirmation throughout the day (focus of the day). The only issue I have is, say, if I open the app directly from my phone without clicking the notification with my daily affirmation, it displays a different affirmation altogether. So then instead of seeing the same one that I was notified about, I’ll see a new one. Perhaps I’m not navigating the app correctly, but when I flip up and down on the affirmations, I don’t see the one that I was notified with. I try to be intentional about clicking on the app aka avoiding it and just focusing on the alert notification, however, sometimes I forget, and then it’s kind of a bummer. 

On another positive note, I do really appreciate the wording of the affirmations being written in a positive context rather than a negative one.",https://itunes.apple.com/us/review?id=874656917&type=Purple%20Software
7382723400,__lexcc__,https://itunes.apple.com/us/reviews/id484494382,4.0.8,5,Positive reminders to help you get through the day!,"I’ve only had this app for a day but I really enjoy it! I struggle with thinking negative, mood swings, and being irritable on a daily basis. I know that affirmations can be powerful tools to help this but I never really have time to listen to them in the morning (I’m a CNA and work 12 hour shifts in a busy urban hospital, so I like to get every last wink of sleep possible). I like this app because every time I open my phone there’s a positive and motivating affirmation to read quickly. I use the widgets on my Home Screen and I don’t even have to open the app! Plus they provide many different themes for free so it looks cute on my Home Screen. I elected the option so the affirmations change 8-10 times a day, so I’m not reading the same things over and over again. I hoping that seeing and reading these affirmations multiple times a day will help me be in a more positive mindset!",https://itunes.apple.com/us/review?id=874656917&type=Purple%20Software
7072030471,Angry Parent Mal,https://itunes.apple.com/us/reviews/id124456639,4.0.3,3,Loved it until...,"Downloaded this app to check it out and loved it. Paid for premium within like 5 minutes of getting it. Use it every day and it has made a huge positive impact on my life. Downloaded and paid for premium on each person in my house’s device as well. 

Then they started advertising in app. My problem, advertisements for other apps by this company have started popping into my feed. 1. This is something that you usually pay for the premium version to escape ads. 2. The very premise of the app and of affirmations is that what you see, and read (and then possibly say) effects you. Having ads for the developer’s other apps in the middle of an affirmation practice is wrong. 

I’ll be watching to see if this sticks around. I preferred this affirmations app for its clean and simple style both in looks and in use and the quality of its content. I’ve been using it several times a day and recommending to everyone. If updates remove the ads, I’ll keep it. If not, I’ll find another program and replace it on our devices.",https://itunes.apple.com/us/review?id=874656917&type=Purple%20Software
7145781687,kaitareenaa,https://itunes.apple.com/us/reviews/id1100964786,4.0.4,5,So helpful,"This app really helps me feel better about myself and about my anxiety. It’s very hard to deal with so much stress with only you telling yourself that everything‘s gonna be okay in the moment, so reading it from an app and hearing it in different ways you may not have thought of really helps. I love how this app sends you notifications because throughout the day I may not even realize that I am stressed, but reading one of the notifications makes me feel so much better. Give this app a try if you’re having a hard time with stress or being anxious or even if you would just like positive reminders throughout the day. Thanks for making this app!! They also have another app for quotes and a lot of them are very positive and uplifting too and the facts app always makes me laugh because they’re super funny fact sometimes. Once again thank you!",https://itunes.apple.com/us/review?id=874656917&type=Purple%20Software
7565156648,Miss_Sunshine21,https://itunes.apple.com/us/reviews/id1099563610,4.1.5,5,Best Friend Vibes,"I had an old friend introduce this to me when I was struggling with yet another break up. I’ve had it well over a year. And it’s not always on my mind, to be honest. It sends me about 10 notifications a day. Sometimes it can be annoying, and I can change the settings. But sometimes I really am just having a bad day or a bad few months or just need some encouragement. They have so many different types of affirmations and different styles and backgrounds. I can’t tell you how many times some of these have been made to be my wallpaper. No matter what is happening in my life, this app makes me feel better or supports my already hyped up energy. I try to love myself always, and this app just backs me up. It’s almost better than a best friend 😂 never has anything bad to say and is always there for me throughout the day.",https://itunes.apple.com/us/review?id=874656917&type=Purple%20Software
7229359352,Ähmbraí,https://itunes.apple.com/us/reviews/id983913906,4.0.5,5,Helpful :: advice :: review,"I love this app, it’s been very very encouraging and helpful since the day I downloaded it. I love being able to set certain timeframes for different alerts & also that I can make a mix of all the things I prefer to see! But my one piece of advice and personal suggestion would be to have some more information on all the different definitions and some how givethe true purpose of the app.. cause I only seem to  like it for the “affirmations” & I quote “inspiring quotes” or “motives” .... but I don’t have a full understanding of what I’m doing on the app. This is all new to me. But I’m trying to be more positive and believe in my self more , like have more self confidence. Which I do feel this app fulfills... but I feel like I need a better understanding of the entire thing as a whole, to be able to get the internal concept of using this app.",https://itunes.apple.com/us/review?id=874656917&type=Purple%20Software
